review_title,split_2_category,bert_topics,name_of_topic,x2,y2,z2,is_outlier
Nice. ,Wearable Technology,0,Good Review,-9.011127507904334,7.474676222531997,1.4716545155351024,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-9.418547665935492,7.58133031215682,2.3935985114019056,False
Working good. Working good,Accessories & Peripherals,0,Good Review,-9.163096420279208,7.213717995679134,1.6638480476751705,False
The case is good and it is apt for the Jio TV remote. I recommend this product.. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.088747912459233,-4.364408084840118,-2.142652697951351,False
Nice Product. ,Accessories & Peripherals,1,Product Quality Related,-2.464134547552492,9.356921504952862,4.471287737305792,False
Good. Like,Accessories & Peripherals,0,Good Review,-9.290744706354364,7.8639685514933895,2.5393983506714584,False
worth buying. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.4700321280092936,8.6546811060446,4.985976816365678,False
. go for it. use it carefully while plugging in,Accessories & Peripherals,2,Electronics-Charging Related,-1.0371169018166821,-3.996459621211571,2.0365642513315048,False
So loud. ,Home Audio,1,Product Quality Related,-2.5391934707036383,8.671259098539863,4.439032364282483,False
Not satisfied because the product has got dents. ,"Heating, Cooling, & Air Quality",0,Good Review,-11.860077332003895,10.613164270189465,-4.5514613186316675,True
. Good product,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.1213783962971116,9.202827124529414,4.492951777560694,False
Sleek case. Very thin and sleek,Accessories & Peripherals,1,Product Quality Related,-2.61935360657998,9.015545218960852,5.131874983603574,False
three pin with hybrid wire. i used this type c most commonly depending on my devices power wats and also etc,Accessories & Peripherals,2,Electronics-Charging Related,-1.4773390180949384,-4.413063448234355,1.6799983913342884,False
Good product.. Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,"Home Theater, TV, & Video",-1,General Review,2.486521349959393,-6.84649416294403,-7.171378353663873,False
Inferior quality goods. ,Accessories & Peripherals,1,Product Quality Related,-3.0128238734250488,9.329092756054678,5.049389356876428,False
. Good quality and really fast charging and packing is also like original one worth product,Accessories & Peripherals,2,Electronics-Charging Related,-1.5224747066062283,-4.079334858460672,2.7383110243548874,False
Value for Money. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.8760598196011697,9.282209367402057,5.0633911056242,False
GOOD. ,"Heating, Cooling, & Air Quality",0,Good Review,-8.759075096181661,7.302913744088845,2.2235363823136742,False
Best battery cells out there. ,General Purpose Batteries & Battery Chargers,5,Battery Related,-6.1226939497459005,-3.9663658880025405,0.8154348033405936,False
Its leaking product as small gap. ,Kitchen & Home Appliances,1,Product Quality Related,-2.666070247531784,8.752011040413745,4.545594338285434,False
Sound quality not good. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.0956754726493005,8.738791841018111,4.349099252621162,False
very good geyser and value for money. ,"Heating, Cooling, & Air Quality",-1,General Review,0.8413901595151023,-7.28300668417021,-7.714468744369282,False
Good product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3335702006966823,8.11633941864123,4.435599390824196,False
worth to money. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.0528523368084515,8.535099556511417,4.994710746806616,False
Excellent product. This hand blender is awesome. Especially for bachelors it helps. I am using it for blending soup and it has saved my time from washing mixer jar!,Kitchen & Home Appliances,1,Product Quality Related,-2.4512344353203885,9.126671456664361,5.383050340251401,False
Usha janom super sewing machine. ,Kitchen & Home Appliances,1,Product Quality Related,0.40321693455885876,9.592076884392236,11.816207742050079,True
Good & easy to use.. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.776698308483768,8.924436958761731,4.288896940226861,False
Good Basic Phone. ,Mobiles & Accessories,-1,General Review,1.011349873600576,-6.595062959365072,-5.63494551285841,False
Avarage. ,Mobiles & Accessories,0,Good Review,-9.121089668291049,7.532123925726644,1.9533681721743492,False
Does its Job fine. ,Accessories & Peripherals,0,Good Review,-9.382349618403051,7.616654548227401,1.5126073872334576,False
very bad product dont buy even no return option available. ,Kitchen & Home Appliances,-1,General Review,1.848630529095653,-6.3885058177707315,-6.949383129034416,False
The metal pin is losing it's strength. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.49176473053776,-3.536088472982748,2.5304770198499362,False
Preety easy to use. ,Kitchen & Home Appliances,1,Product Quality Related,-4.175532001647754,9.07988335474499,7.001846353167672,True
Poor. ,Kitchen & Home Appliances,1,Product Quality Related,-2.4573817673703315,8.172386325910715,5.4567500004419935,False
Wonderful Product and fast charging. ,Accessories & Peripherals,-1,General Review,1.7834972611094724,-6.803945869761576,-7.517695085205267,False
Remote control spoils the fan operation. ,"Heating, Cooling, & Air Quality",3,Smart Devices Related,-7.294251585160705,-3.246272430074315,-3.1665679334951244,False
Power House !!. ,Mobiles & Accessories,-1,General Review,1.978762410328462,-7.384446800437804,-6.683683175897804,False
Best. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.442865964889403,7.6159231662128954,2.2376742177507567,False
Speed not as advertise. Speed is fast but not as advertise I get around read speed 70MB/s and write speed 30MB/s,Accessories,1,Product Quality Related,-2.416202975685003,9.374884741455414,4.452180501163039,False
RECOMMEND TO BUY.. ,Accessories & Peripherals,-1,General Review,1.9851164532438623,-6.005589233136825,-7.1547957304772645,False
Quality of the product is not as I expected.. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.858715471549226,9.399358222152841,4.303081324323461,False
Namm hi kafi hai. ,Accessories & Peripherals,0,Good Review,-8.785212630605184,7.654746441456027,2.450732435025298,False
. https://m.media-amazon.com/images/I/71R9CJE-M5L._SY88.jpg,Accessories & Peripherals,1,Product Quality Related,-2.5150721888094996,8.293684929595091,4.374197098649609,False
Good Product. ,Accessories & Peripherals,1,Product Quality Related,-3.2717065518530326,9.305911586199267,4.780345023278935,False
Quality. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.639489805152929,9.310504274548096,4.691663610278181,False
Healthy alternative to traditional deep frying. ,Kitchen & Home Appliances,-1,General Review,1.1789043416193081,-6.93503208899416,-7.049665610204888,False
Nice product with some drawbacks. ,Networking Devices,1,Product Quality Related,-3.017349411536112,8.83871253926072,3.8790509768095256,False
Value for money. ,Kitchen & Home Appliances,1,Product Quality Related,-3.0091533475483674,9.026844474411432,5.282910158787906,False
Handy. ,"Heating, Cooling, & Air Quality",-1,General Review,1.6960236345519273,-6.901410846935496,-7.0549925720551006,False
The books are beautiful. ,Office Paper Products,3,Smart Devices Related,-7.860435426189237,-3.9132966112121963,-3.294912627662663,False
Good item. Value. ,Accessories & Peripherals,1,Product Quality Related,-1.8917185186557846,9.048441572252305,5.336829270109117,False
Easy to keep and use. ,Kitchen & Home Appliances,1,Product Quality Related,-1.6874022469213181,9.048072842754301,4.212177038726069,False
Good features. ,Office Electronics,1,Product Quality Related,-2.4746255474177334,8.844644601964681,4.836645051488656,False
Boats are the best.. ,"Headphones, Earbuds, & Accessories",8,Boat Related,0.30113879572898333,1.8820987675669807,-9.356425613562916,False
Awesome product. ,Accessories & Peripherals,1,Product Quality Related,-2.2584157237502973,8.903464888086685,4.820704440288747,False
It's good. ,Kitchen & Home Appliances,0,Good Review,-9.322013568829282,7.277479037929408,1.8839325032453074,False
Over all experience is good with this product. ,Kitchen & Home Appliances,-1,General Review,2.0984143913702886,-6.827694424636057,-6.557563423412863,False
Good. ,Cameras & Photography,0,Good Review,-9.078532163910076,7.016777300296882,2.049529142563624,False
I loved it.... https://m.media-amazon.com/images/I/71wZSQwwaGL._SY88.jpg,Office Paper Products,1,Product Quality Related,-2.2267462034090197,9.49058457460842,4.833208767129222,False
Fast cable. ,Accessories & Peripherals,2,Electronics-Charging Related,-0.9366219166470521,-4.015322853828451,2.3177190564992918,False
Small-sized Notebook. ,Office Paper Products,4,Computer Accesories Related,6.67901991305342,-6.163189013068784,-6.2648121003785455,False
Good quality. ,Accessories & Peripherals,1,Product Quality Related,-2.907316300568954,8.998328374697637,4.078183009723466,False
Very first time change. ,Accessories & Peripherals,-1,General Review,1.4797243143263696,-7.639036403177099,-6.580504011246294,False
very nice  product. ,Mobiles & Accessories,1,Product Quality Related,-1.8894612523443262,8.462046645838461,4.465416659625108,False
worth buying this mouse!. ,Accessories & Peripherals,4,Computer Accesories Related,6.518787723039786,-6.12806460452997,-6.623626927802825,False
Quality is good. Ok with charging. Looks very sturdy and durable.,Accessories & Peripherals,2,Electronics-Charging Related,-1.1169501472675711,-4.284908896905866,2.2313497532678346,False
Android & IOS. ,Accessories & Peripherals,-1,General Review,2.20856999844521,-6.612878253120954,-7.014932587693797,False
Worst customer support noise. ,Wearable Technology,1,Product Quality Related,-2.454031014685526,9.171339774458708,4.821313045631789,False
Nice product. ,Monitors,1,Product Quality Related,-2.2761252978466757,8.834014521599228,4.46201120914854,False
The metal pin is losing it's strength. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.5843341672123548,-4.4050574661526,2.4516234544041273,False
Best hdmi 2.1 cable 8k 60hz / 4k 120hz. ,"Home Theater, TV, & Video",2,Electronics-Charging Related,-1.5310592628388078,-3.7522082407928363,2.3137106792745454,False
Work with iPod perfectly.. ,Accessories & Peripherals,0,Good Review,-8.358914705787535,7.273808604633729,1.937746542936988,False
Rigid and high quality. ,Accessories & Peripherals,-1,General Review,1.9323164606444514,-6.483647575163853,-7.368980019336352,False
String issues. ,Kitchen & Dining,0,Good Review,-8.67044342849254,6.975808120703245,2.0179533800501868,False
Average. Cost effective. ,Accessories & Peripherals,-1,General Review,1.5061089710941615,-6.875970920822217,-7.6524507689771495,False
Must buy. ,Wearable Technology,-1,General Review,1.703453566906779,-6.916409904192976,-6.873699480357883,False
Helpful.. customer care amazing. ,Kitchen & Home Appliances,1,Product Quality Related,-2.8617675855196913,9.57595250423848,4.243061411917248,False
Outstanding fantastic. ,"Headphones, Earbuds, & Accessories",0,Good Review,-9.059805817890199,7.157672155269958,1.6242306509044806,False
Good product. ,Accessories & Peripherals,1,Product Quality Related,-3.3333748380163857,9.450672798006089,5.261399036663174,False
not grate. ,"Headphones, Earbuds, & Accessories",-1,General Review,-4.012071715303467,-6.223649270879377,-8.21907113897898,True
Fits well but bit costly. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.824187745007852,8.456543861530628,5.036578974406724,False
Good Product of boAt. ,"Headphones, Earbuds, & Accessories",8,Boat Related,0.35631698085511054,1.700715601628265,-8.98546822802362,False
Good quality product from ambrane. ,Accessories & Peripherals,1,Product Quality Related,-2.8299613048327332,8.032296711688742,4.54866762431415,False
Can't support Oppo mobile for fast charging. ,Accessories & Peripherals,2,Electronics-Charging Related,-0.7855690753759961,-3.763640973668345,2.1022998437335345,False
Heads up. Liked it,Office Paper Products,0,Good Review,-9.072690140908481,7.184017129618846,2.127861481751679,False
Waste of money its not working properly. ,Kitchen & Home Appliances,1,Product Quality Related,-2.571417410504481,9.96697154089134,4.970773279291071,False
Performance i good.... ,Accessories & Peripherals,1,Product Quality Related,-2.4670937426434167,9.569566503739987,4.929620640734373,False
Wach not working. ,Wearable Technology,0,Good Review,-8.813865172661727,7.467680273505935,2.2240153762178845,False
Built quality could have been better. ,Mobiles & Accessories,1,Product Quality Related,-2.846929002568552,9.271235164854948,4.652177869463101,False
Good product 👌. ,General Purpose Batteries & Battery Chargers,1,Product Quality Related,-3.4409742835017805,8.92434490588038,4.268362003647118,False
Overall very fine Quality. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-1.980897571922286,9.082036148706965,4.817374552736023,False
Good pruduct as of now.. 👍. ,"Heating, Cooling, & Air Quality",0,Good Review,-9.027638217507308,8.04656631860641,2.2247632970484608,False
Recommended !. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.349771996695947,8.666513028983577,5.524835091264505,False
Remote problem. ,"Home Theater, TV, & Video",3,Smart Devices Related,-7.05346669100359,-4.08514128147707,-2.337630920034374,False
Good product.. Satisfied purchase. Price is lesser than in shops. Good one. Quality also is nice.,Craft Materials,1,Product Quality Related,-1.8766121336594188,8.890422203324047,4.629178337998446,False
Very good quay Cable support fast charging.. I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.,Accessories & Peripherals,2,Electronics-Charging Related,-0.7785682383658511,-4.415346005367101,1.613543096438053,False
No difference in gaming laptop temperatures. ,Accessories & Peripherals,-1,General Review,2.0971047212207012,-6.615186080078801,-7.040475670693597,False
Perfect HDMI coupler. ,Home Audio,-1,General Review,2.2994757499367293,-7.066330715931846,-7.473303366068913,False
Nice. ,Accessories & Peripherals,0,Good Review,-9.164528837384099,7.163173332996713,2.267097287629971,False
Amazing product. ,"Home Theater, TV, & Video",1,Product Quality Related,-3.199467324402791,9.515302420610015,4.328271067620107,False
Nice. ,Accessories & Peripherals,0,Good Review,-9.14435268980038,7.791286208361288,1.7589362608168393,False
Good. ,Mobiles & Accessories,0,Good Review,-8.65334616218516,7.760365629091673,1.8031381131814017,False
tlob ralugnA. Angular bolt supplied is not of good quality. Had to buy another 8 numbers from market. Costed me another Rs. 140/-,"Heating, Cooling, & Air Quality",-1,General Review,2.117579741997834,-6.492386125640653,-6.735715160261114,False
Get charging cable at the price. ,Accessories & Peripherals,2,Electronics-Charging Related,-2.005567412427373,-4.655307302075247,2.5166257684799054,False
Go to it. ,Kitchen & Home Appliances,0,Good Review,-8.393056439315727,6.8862798912586545,2.266231865929573,False
Okay. ,Accessories & Peripherals,0,Good Review,-9.670181069534825,7.067090408883361,2.2859219724295436,False
cleaning. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3983998148819,9.55722231489679,4.968965786028277,False
Nice product👍👍. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.0194449550057256,8.772223633955923,5.0040462361023295,False
NICE PRODUCT. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.7839721902304504,9.571348083511943,4.485864115257613,False
Gud product. ,Accessories & Peripherals,1,Product Quality Related,-3.2563983777210477,9.046115542175189,4.943408602693545,False
Great quality go and buy.... Like the product great quality and easy to use,Kitchen & Home Appliances,-1,General Review,2.2789609720630484,-7.271815005120029,-6.766486965063999,False
Original spare part. ,Kitchen & Home Appliances,-1,General Review,2.07619967229641,-6.931240837203184,-7.220774463009704,False
Very Good Product. ,Accessories & Peripherals,1,Product Quality Related,-2.1196591201488224,8.715546824601487,5.402797970798723,False
सानदार है. बहुत ही सुन्दर है,Accessories & Peripherals,0,Good Review,-9.412764361650034,7.060847177247738,1.9181766183556006,False
Good product | Eureka Forbes took time for installation. ,Kitchen & Home Appliances,1,Product Quality Related,-2.581269955601898,9.562876041054691,4.246096637642463,False
Budget Mein sabse mast phone. ,Mobiles & Accessories,1,Product Quality Related,-2.6897058354245624,9.447965425815738,4.7240000523168995,False
Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that. ,Networking Devices,2,Electronics-Charging Related,-2.004908020390077,-4.4543408563187725,1.5108412426374551,False
Really good iron at this price. ,Kitchen & Home Appliances,1,Product Quality Related,-2.2944073442752537,9.116754370476032,5.117203238598952,False
Not useful. ,Accessories & Peripherals,1,Product Quality Related,-2.911405628858869,8.623787547616507,4.521055953079005,False
Nice Product. ,"Home Theater, TV, & Video",1,Product Quality Related,-2.62954644120936,8.875411530153416,4.94819972422329,False
It's a good Machine. ,Kitchen & Home Appliances,-1,General Review,2.107785036689124,-6.513653835198589,-6.9808988681393425,False
Working fine. Working fine till date,Networking Devices,0,Good Review,-9.319903008955118,7.1917271954115085,2.6922441040298017,False
Cute one. ,Networking Devices,0,Good Review,-8.901755793574498,7.1287323954235005,2.270359747030361,False
Happy to purchase. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-3.9420226660477544,9.259794470514285,4.790061179279003,False
Compact for travel. ,Kitchen & Home Appliances,1,Product Quality Related,-2.3460148591524908,9.156296375372293,5.149869789036429,False
About Mouse. ,Accessories & Peripherals,4,Computer Accesories Related,6.727952470223664,-6.406023740445044,-6.725479789033214,False
5 stas nahi diya kyuki capacity 477gb hi rahta hai. Ab mujhe computer ki jarurat nahi padti,Accessories,-1,General Review,1.7217754014164297,-6.996679439283352,-7.156075984487517,False
Fake Product. 128GB SD Card is showing 134GBDon't buy this product,Accessories,1,Product Quality Related,-2.4924881601067854,8.938189790433036,4.040900168785802,False
Nice product. ,Accessories & Peripherals,1,Product Quality Related,-2.2521349303108,9.3359886373773,3.904368149036503,False
Good product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.835084895546403,8.575797998250895,4.612730283548308,False
Ear pain. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.5720122992898022,9.755650447358253,4.818359570743893,False
It can fulfill basic needs in affordable price range. Camera quality is not that high,Mobiles & Accessories,1,Product Quality Related,-2.501564971940843,9.257780363848088,4.417026607199209,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-8.574447848663691,6.894251511708515,2.2969515116426393,False
Good one. ,Wearable Technology,0,Good Review,-8.898788671285383,7.6604418463042645,2.0315786262871254,False
Good Product..... Yes,Accessories & Peripherals,1,Product Quality Related,-2.6691904341843142,8.60222922210919,4.208591568181581,False
Pretty good for the price. ,Kitchen & Home Appliances,1,Product Quality Related,-2.358361534882038,8.482004075665952,3.7686917433502263,False
"Mi Smart Tv 32"" :- 7/10 average.. ","Home Theater, TV, & Video",3,Smart Devices Related,-6.773281602551429,-4.747692485944357,-2.4901622000590478,False
Easy to carry. ,Mobiles & Accessories,1,Product Quality Related,-2.6094217705002265,8.257181257162301,4.764475179747217,False
LIBRA 2000 Watt Portable Room Heater with adjustable thermostat. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.3869718693099298,8.512764197358319,4.641468818834975,False
Great Cable for Charging. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.1241084335093987,-4.788031322136619,2.6971648528069085,False
Perfect one in our budget. Speedy and customer friendly approach from vu. ,"Home Theater, TV, & Video",1,Product Quality Related,-3.0428619266547465,8.90079512641701,4.874597787421992,False
Good. ,"Home Theater, TV, & Video",0,Good Review,-9.108093482400061,7.039750452567313,2.280138407830246,False
Good. ,Kitchen & Home Appliances,0,Good Review,-8.564843941872798,7.302225887463022,1.6303954557665858,False
Very nice product.. ,Accessories & Peripherals,1,Product Quality Related,-2.6676817599651916,9.384676168484168,4.6034484920868906,False
Nice phone. ,Mobiles & Accessories,1,Product Quality Related,-2.577496278852073,8.051790867794363,4.057206259698469,False
Best product in this prize range. And the colour looks fabulous.. ,"Headphones, Earbuds, & Accessories",-1,General Review,1.8045320589176908,-6.836804209954352,-7.018168345731158,False
Quality. Best product but size is too small,Office Paper Products,1,Product Quality Related,-2.3417684686562885,9.15810050560547,3.5981400621422193,False
Battery isue. ,"Heating, Cooling, & Air Quality",5,Battery Related,-6.542093168614081,-4.155932917583316,0.24183607395876644,False
Good for the price and great quality.. ,Accessories & Peripherals,1,Product Quality Related,-2.675267735518235,8.563790845363897,4.725967129408189,False
Noice. https://m.media-amazon.com/images/I/715D5RP3RIL._SY88.jpg,Craft Materials,1,Product Quality Related,-2.2025770813176413,9.142272204656386,4.0771014760228335,False
Achha laga. ,Mobiles & Accessories,0,Good Review,-8.878951038105031,7.130614031418096,2.557511099976944,False
Good. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.435295483530917,7.072061193468875,1.9112947873200823,False
Best services.. ,General Purpose Batteries & Battery Chargers,1,Product Quality Related,-3.3008799667490156,8.9067196503192,4.634987802140131,False
Perfect fit for my Sony TV. ,"Home Theater, TV, & Video",3,Smart Devices Related,-6.575191725315076,-4.03969201730818,-2.5729960590521492,False
Best in this price range. ,"Headphones, Earbuds, & Accessories",1,Product Quality Related,-2.474814667845864,8.77942446458584,4.427009853730723,False
Drawing books. ,Office Paper Products,1,Product Quality Related,-2.3550083948699694,8.94634518512723,5.294574820960357,False
. https://m.media-amazon.com/images/I/71GD+NNhszL._SY88.jpg,Accessories & Peripherals,1,Product Quality Related,-2.261322054407905,8.16195092925597,5.113551242774987,False
Not a fast charger..... ,Mobiles & Accessories,2,Electronics-Charging Related,-0.9466367227022836,-5.12913991155346,2.5351182401615167,False
Good Product. Good Product and easy to install Thank-you Amazone,"Heating, Cooling, & Air Quality",1,Product Quality Related,-3.0587532700881783,9.401195318222996,5.202770840781556,False
Very good product by Kingston. But size of pen drive may reduce.. ,External Devices & Data Storage,-1,General Review,1.489733474243795,-6.707282223545255,-7.390382657274239,False
Very good item. ,Kitchen & Home Appliances,1,Product Quality Related,-2.0260000071085953,8.116017952889322,5.272387616875763,False
Good product at this price range. ,Wearable Technology,1,Product Quality Related,-2.671864999803518,9.080447592318203,4.087071808751126,False
Nice flip case. ,Accessories & Peripherals,3,Smart Devices Related,-7.091898546244464,-4.041498209053476,-2.9248762544379447,False
. Very good,Kitchen & Home Appliances,0,Good Review,-9.54154983321089,7.232680512386333,1.9655972132531603,False
boat is better than this. ,Accessories & Peripherals,8,Boat Related,1.0043891865467107,2.191849295904799,-9.171822131964035,False
nice tv. ,"Home Theater, TV, & Video",3,Smart Devices Related,-6.941308808696986,-3.9552743035046807,-2.422147788791389,False
Nice. ,Accessories & Peripherals,0,Good Review,-8.592682569756768,6.421678564181616,1.7550458628515315,False
GOOD QUALITY. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.821706622930508,8.67174672088584,4.395225341550278,False
First Impression: Looks elegant and sturdy with classy design.. ,Kitchen & Home Appliances,-1,General Review,1.8198837491572857,-6.662932132104794,-6.967967599489448,False
Good product excellent quality. ,Craft Materials,1,Product Quality Related,-2.7670680035181467,9.540489444574362,4.724077355796703,False
Value for money but. ,Accessories & Peripherals,1,Product Quality Related,-2.3246276898693425,9.534662733411,4.40883314908214,False
GOOD ONE. ,Office Paper Products,0,Good Review,-8.841672601085635,6.9012671195792645,1.8808259310373732,False
Very good product. Must buy,Kitchen & Home Appliances,-1,General Review,2.2321027581461235,-7.530781566733356,-7.414412258278619,False
. The jar is damaged.,Kitchen & Home Appliances,1,Product Quality Related,-1.654947182583458,8.868189737202384,3.971410927230475,False
good product for the price. ,Kitchen & Home Appliances,1,Product Quality Related,-2.058699150990466,9.27386357070203,5.296037748601317,False
Good product. ,Kitchen & Home Appliances,1,Product Quality Related,-2.981806887718601,8.945234474481987,4.895349692180222,False
Strong durability. ,Cameras & Photography,1,Product Quality Related,-2.0872864973420873,8.999877713896545,4.948186358802157,False
Good. ,Kitchen & Home Appliances,0,Good Review,-8.81878008331395,6.905311121229082,2.0117959175562348,False
A must buy accessory for all MacBook M1 owners. ,Accessories & Peripherals,-1,General Review,2.1324580645088496,-6.9804885774887,-6.072878640188819,False
OK types. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.746112905504688,7.432770289216161,1.6230153314596136,False
Overall good. ,Networking Devices,0,Good Review,-12.490768318343514,7.297767309919887,0.588743046758651,True
. The Product is useful and i use it daily. I gave a 1 star less because product had a small piece broken while delivery maybe. But that was not a functional part though.,Accessories & Peripherals,1,Product Quality Related,-2.958292273200222,8.747028908867215,4.717230616997765,False
Works as described though difficult to refill water. ,"Heating, Cooling, & Air Quality",1,Product Quality Related,-2.3903818347008,8.504532074410754,4.976021565802322,False
Good product but costly. ,Accessories & Peripherals,1,Product Quality Related,-1.6947351485092135,9.4812900573929,4.350292944040986,False
Nice and soft product. Very nice product and easy to use as well as very soft to cable.,Accessories & Peripherals,2,Electronics-Charging Related,-0.48570003271928863,-4.268899200722545,1.628951462089729,False
Use full only kid's clothes. It is useful only small cuts like kids clothes,Kitchen & Home Appliances,1,Product Quality Related,-2.129963868078314,8.712741282721938,4.792940256819098,False
Best purchase till date. ,Kitchen & Home Appliances,1,Product Quality Related,-2.0450583506659603,9.142202126020734,4.062456022554612,False
product good but service bad unexpected. no doubt product is good but after 2 month product auto power cut funtion not working so try to claim warrenty but havells said talk to amazon and amazon said talk to havells both the comany raise our hand. by the way product gave 2 year warrenty but they gave me only excusses. very bad experiences with havells. never expected,"Heating, Cooling, & Air Quality",-1,General Review,2.2479197732218896,-6.965177258173125,-6.491983112560634,False
It works well.. ,Kitchen & Home Appliances,0,Good Review,-8.905922355897946,7.630982150685982,2.0530054149964645,False
Quality is good. Ok with charging. Looks very sturdy and durable.,Accessories & Peripherals,2,Electronics-Charging Related,-1.9148688889010597,-3.911604608203506,2.9436626145786433,False
From 0 to 70 …. ,Networking Devices,-1,General Review,2.0109727451596884,-7.298927656638891,-6.972119716441549,False
Best item in best price.. ,Kitchen & Home Appliances,1,Product Quality Related,-2.121157185447689,8.946932159209181,4.5094738379013615,False
Good desk mat. ,Accessories & Peripherals,-1,General Review,1.939226065944991,-6.810106725200335,-6.082564417582908,False
Excellent. ,Accessories & Peripherals,0,Good Review,-9.020511910174495,8.009885967951782,1.9832900813659262,False
Costly mouse pad. ,Accessories & Peripherals,4,Computer Accesories Related,7.244210687085007,-5.308568925830993,-6.222937988321075,False
Quality is good 👍 you can go for it ♥️. Nice product go for it,Accessories & Peripherals,-1,General Review,1.785141084105252,-6.819065971970577,-6.760728867683371,False
Good product. Price should be more little bit less,Kitchen & Home Appliances,1,Product Quality Related,-2.627763800514652,8.42948861626757,5.173233756316272,False
expect more from mi. ,"Home Theater, TV, & Video",0,Good Review,-8.605578173906729,7.6380854002970295,1.798481720748388,False
Really liked this product. ,Accessories & Peripherals,-1,General Review,1.201257591218721,-7.038503577756643,-6.240487787084471,False
Incorrect steps order. ,Accessories & Peripherals,0,Good Review,-8.613048395249086,7.902641482881849,2.3977562439357536,False
Awesome. Good 👍,"Home Theater, TV, & Video",0,Good Review,-9.511019170767543,7.205321999685469,1.9796885927865424,False
Need to improve length of cord. ,Kitchen & Home Appliances,2,Electronics-Charging Related,-2.0089220386646476,-3.624030253857638,1.9684530116553716,False
Good for cooling. ,Accessories & Peripherals,-1,General Review,2.072917797031793,-6.884484555606776,-7.162182402886118,False
Good Product For PlayStation. ,Accessories & Peripherals,1,Product Quality Related,-2.245672033099191,8.819232759816336,4.065377290256854,False
Nice 👍. ,Kitchen & Home Appliances,0,Good Review,-9.12925624523692,7.613729371008854,2.0876729390990283,False
simply awesome. ,"Headphones, Earbuds, & Accessories",0,Good Review,-8.540148843813236,8.322488966066645,2.040702789558712,False
. Boat💕,Accessories & Peripherals,8,Boat Related,0.7983051710067472,0.432748287212946,-8.890556460597818,False
Best iron so far. ,Kitchen & Home Appliances,1,Product Quality Related,-2.695895947282769,9.158181718249036,4.440425277912721,False
Worth of money n stylish look. Too good n quick cleaning easy to use,Kitchen & Home Appliances,1,Product Quality Related,-2.5687765410126384,9.217749249910257,4.662510911950283,False
Good product.. Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,"Home Theater, TV, & Video",1,Product Quality Related,-2.957522465808341,8.788607656254127,4.042263718912201,False
"Mi Smart Tv 32"" :- 7/10 average.. ","Home Theater, TV, & Video",3,Smart Devices Related,-7.294550254913241,-3.587605399172725,-2.886985966005684,False
Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging. ,Accessories & Peripherals,2,Electronics-Charging Related,-1.664071937058801,-4.042758129188856,1.818194866971484,False
Authentic Samsung 25W type C fast charger. ,Mobiles & Accessories,2,Electronics-Charging Related,-1.2469398764690105,-4.119419698984587,2.019668651546173,False
Stopped working after a few days.. Turns on heat initially and then doesn’t heat up. Eventually needs to cool down completely to again start heating again. Wouldn’t recommend buying.,Kitchen & Home Appliances,1,Product Quality Related,-2.6598242716491547,8.972299045172871,4.884995132861417,False
I like the product. ,Mobiles & Accessories,1,Product Quality Related,-4.281681955775179,8.789348350965668,-1.418339550144303,True
Good. ,Accessories & Peripherals,0,Good Review,-8.618793403428626,7.71301340783965,2.1418193469928806,False
Excellent product. does what it says. excellent product,Mobiles & Accessories,1,Product Quality Related,-1.9971115139657656,8.90855753270225,3.918551934752614,False
